12
2.404825557695773	1 	0	0.7793251491983979
5.5200781102863115	1 	0	1.763983488461943
8.653727912911013	1 	0	2.7590751389668657
11.791534439014281	1 	0	3.7566997735908174
14.930917708487787	1 	0	4.755305323217033
18.071063967910924	1 	0	5.754389740203993
21.21163662987926	1 	0	6.753743000677423
24.352471530749302	1 	0	7.753262043197564
27.493479132040253	1 	0	8.752890449018484
30.634606468431976	1 	0	9.752594764648169
33.77582021357357	1 	0	10.75235390625179
36.917098353664045	1 	0	11.752153930469028
