25
3.8317059702075125	0	0	1.190818894252844
5.331442773525032	0	1	1.6427603975343341
6.706133194158464	0	2	2.0138121840571293
7.0155866698155975	0	0	2.216540012402103
8.536316366346298	0	1	2.684039197280095
9.969467823087617	0	2	3.095156652826297
10.173468135062722	0	0	3.226726175661221
11.706004902592065	0	1	3.702136126868089
13.170370856016124	0	2	4.133831810139299
13.323691936314223	0	0	4.232168817077742
14.863588633909032	0	1	4.712386338614402
16.347522318321783	0	2	5.156799107666598
16.470630050877634	0	0	5.235551752495418
18.015527862681804	0	1	5.7190028244198245
19.512912782488204	0	2	6.172097014551643
19.615858510468243	0	0	6.237857058819471
21.164369859188792	0	1	6.723632553497197
22.671581772477424	0	2	7.183044218063847
22.760084380592772	0	0	7.239528520160257
24.311326857210776	0	1	7.727055658165037
25.82603714178526	0	2	8.191276034672532
25.903672087618382	0	0	8.240795797022049
27.457050571059245	0	1	8.729690363794976
28.977672772993678	0	2	9.197695900667227
29.046828534916855	0	0	9.241789609116804
